COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,LONGITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
USA,GERMANY,ALTENKIRCHEN,50.68,7.65,3/25/1945,FLAK POS,GUN EMPLACEMENTS
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,9/7/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HORNUM,54.8,8.3,11/10/1940,SEAPLANE STA,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,10/23/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,6/11/1941,BUILDINGS,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,FULDA,50.55,9.67,7/20/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,7/18/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,PRENZLAU,53.32,13.87,9/29/1941,FLAK BTY,GUN EMPLACEMENTS
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,3/14/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,LEIPZIG,51.33,12.38,3/5/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,HOLLAND OR NETHERLANDS,HAGUE,52.08,4.3,8/28/1941,AIRFIELD,AIR FIELDS AND AIRDROMES
USA,ITALY,45 00 N 010 40 E,45,10.67,3/29/1945,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,FRANCE,JOIGNY,47.98,3.38,7/29/1944,LOCOMOTIVE SHEDS,R.R. MANUFACTURING WORKS AND ROUNDHOUSES
GREAT BRITAIN,GERMANY,WUNSDORF,52.15,13.47,7/23/1940,AIRFIELD,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,NORDHAUSEN,51.5,10.8,8/16/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,SALZBERGEN,52.33,7.35,8/19/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BARGE,53.58,9.46,9/9/1940,AERODROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,7/20/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,KIEL,54.33,10.15,7/18/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,ZULPICH,50.7,6.65,7/7/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,RUHR,51.28,8.5,8/7/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,WITTMUND,53.58,7.77,5/30/1942,AIR FIELD,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,GLADBACH,50.77,6.63,3/25/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,5/2/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,COBLENZ,50.35,7.6,9/28/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,CATANZARO,38.9,16.62,8/8/1943,ROAD BRIDGE,BRIDGES
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,2/9/1941,DOCKS,PORTS AND HARBORS
USA,FRANCE,PLOERMEL,47.93,-2.38,6/13/1944,BRIDGE,BRIDGES
USA,ITALY,GRAZZANISE,41.1,14.12,9/9/1943,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,ITALY,TURIN,45.07,7.68,1/11/1941,ARSENAL,SUPPLY DUMPS AND WAREHOUSES
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,9/20/1941,MFG INSTALL,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
GREAT BRITAIN,FRANCE,CHOCQUES,50.53,2.57,6/23/1941,POWER STATION,"""PUBLIC UTILITIES - ELECTRIC LIGHT AND POWER COMPANIES",  GAS COMPANIES, TELEPHONE COMPANIES,"  WATER COMPANIES.  """
USA,ITALY,44 20 N 011 20 E,44.33,11.33,3/24/1945,BLDGS AND DEFENSES,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,SCHLESWIG,54.53,9.58,5/2/1945,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,BONN,50.73,7.07,3/5/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,CAEN,49.18,-0.37,8/17/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,HUNGARY,DEBRECZEN,47.53,21.62,6/2/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,BOLOGNA,44.5,11.35,12/15/1944,MUNITIONS FACTORY,EXPLOSIVES MFG. PLANTS
GREAT BRITAIN,GERMANY,BRUNSWICK,52.25,10.5,10/14/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,FRANCE,ANDRESSELLES,50.82,1.59,6/3/1944,DEFENDED LOCALITY,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,HOLLAND OR NETHERLANDS,VALKENBURG,100.65,1000.65,8/18/1941,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,10/28/1940,ANTI AIRCRAFT BATTERY,GUN EMPLACEMENTS
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,5/1/1942,PARACHUTE FACTORY,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
USA,AUSTRIA,KLAGENFURT,46.63,14.3,4/14/1945,RR,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,EMMERICH,51.82,6.25,3/9/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,VARREL,52.63,8.73,7/1/1941,CIIY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,FREFELD,51.33,6.37,2/21/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,SYLT ISLAND,54.9,8.28,3/23/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HULS,51.68,7.13,10/12/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,ADIGE,46.78,10.52,10/4/1944,MEZZOCORONA RR BRIDGE,BRIDGES
USA,YUGOSLAVIA,SPLIT,43.52,16.43,6/26/1944,PORTLAND CEMENT FACTOR,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
USA,ITALY,BORGOFORTE,45.13,10.77,4/1/1945,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,MUNSTER,50.13,8.46,2/1/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,CALLIANO,45,8.25,4/24/1945,RR BRIDGE,BRIDGES
USA,ITALY,CREMONA,45.13,10.03,7/10/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,43 20 N 011 00 E,43.33,11,7/1/1944,TACTICAL,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
USA,TUNISIA,37 20 N 010 00 E,37.33,10,5/9/1943,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,FRANCE,CHERBOURG,49.63,-1.62,6/3/1942,DOCKS BARGES SHIPPING,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,11/13/1940,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,PAGNACCO,46.12,13.15,2/27/1945,STORAGE DUMP,SUPPLY DUMPS AND WAREHOUSES
USA,ITALY,45 00 N 011 20 E,45,11.33,3/28/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08,10/27/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,BERNBURG,51.83,11.7,7/22/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,9/10/1940,DOCKS BARGES SHIPPING,PORTS AND HARBORS
USA,ITALY,NAPLES,40.67,14,4/10/1943,HARBOR SHIPPING,SHIPS
GREAT BRITAIN,GERMANY,BRUCK,50.48,6.97,3/12/1941,FACTORIES,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
USA,HUNGARY,BUDAPEST,47.5,19.03,7/30/1944,AIRCRAFT FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,1/9/1941,DOCKS BARGES SHIPPING,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,BRUNSWICK,52.25,10.5,9/27/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,5/31/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,9/5/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,10/16/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08,10/29/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,CZECHOSLOVAKIA,BRATISLAVA,48.15,17.12,9/20/1944,APPOLLO OIL REFINERY,OIL REFINERIES
USA,GERMANY,LANDAU,48.68,12.68,11/5/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,FRANCE,LONGEVILLE,46.43,-1.48,4/27/1944,V WEAPON,V - WEAPON LAUNCHING SITES
USA,GERMANY,GIESSEN,50.6,8.68,7/20/1944,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,AMSTERDAM,52.38,4.92,3/13/1942,PORT AREA,PORTS AND HARBORS
USA,ITALY,PERETO,42.05,13.1,7/6/1944,WAREHOUSES,SUPPLY DUMPS AND WAREHOUSES
USA,HUNGARY,NAGYKANIZSA,46.45,17.03,10/17/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,6/27/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,YUGOSLAVIA,46 00 N 016 00 E,46,16,11/5/1944,RAILROAD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,HANDORF,51.97,7.67,9/28/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,11/28/1940,INDUSTRIAL POWER STATI,"""PUBLIC UTILITIES - ELECTRIC LIGHT AND POWER COMPANIES",  GAS COMPANIES, TELEPHONE COMPANIES,"  WATER COMPANIES.  """
USA,ITALY,AQUAPENDENTE,42.73,11.87,6/7/1944,ROAD BRIDGE,BRIDGES
USA,ITALY,45 00 N 011 20 E,45,11.33,4/5/1945,TANK,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,1/26/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,4/17/1941,RAILROAD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,2/4/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,MUNSTER,50.13,8.46,1/29/1945,R R,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,3/9/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,46 20 N 013 00 E,46.33,13,1/3/1945,ROAD BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,3/28/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,BOIS DE LICQUES,,,8/2/1944,TOWN AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08,10/2/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,MUNICH,48.13,11.58,3/9/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,TUNISIA,DJEDEIDA,36.82,9.95,5/6/1943,HWY,HIGHWAYS AND VEHICLES
GREAT BRITAIN,FRANCE,GRIS NEZ,50.87,1.6,12/20/1940,GUN EMPLACEMENTS,GUN EMPLACEMENTS
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,8/24/1944,SUB BASE,SUBMARINE PENS AND YARDS
GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08,3/8/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,10/8/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,45 00 N 009 20 E,45,9.33,4/9/1945,AMMO DUMP,SUPPLY DUMPS AND WAREHOUSES
GREAT BRITAIN,GERMANY,HAMBORN,51.47,6.78,2/15/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,CANCELLO,40.98,14.4,9/2/1943,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ALBANIA,DURAZZO,41.32,19.47,11/10/1943,SHIPPING AND HARBOR,SHIPS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,VUGHT,51.65,5.3,10/12/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,8/25/1940,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,CEPRANO,41.55,13.53,1/27/1944,BRIDGE,BRIDGES
USA,ITALY,44 20 N 009 40 E,44.33,9.67,4/23/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,11/5/1943,LIGHT METAL ARM WKS,LIGHT METAL PLANTS
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,12/21/1940,BLAST FURNACES,"""IRON AND STEEL PRODUCTION FACILITIES",  BLAST FURNACES,  BOILER SHOPS,  FORGES,  FOUNDRIES, STEEL WORKS,"  ROLLING-MILLS """
USA,ITALY,44 40 N 011 20 E,44.67,11.33,4/16/1945,RIVER CROSSING,WATERWAYS AND BOATS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ROTTERDAM,51.92,4.47,4/20/1941,OIL STORAGE,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
GREAT BRITAIN,GERMANY,OLDENBURG,53.95,13.56,6/20/1941,A A BATTERY,GUN EMPLACEMENTS
USA,FRANCE,VER SUR MER,49.32,-0.52,6/6/1944,TACTICAL TA GET,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,COBLENZ,50.35,7.6,4/5/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,10/8/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,LAVIS,46.13,11.12,1/15/1945,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,4/17/1941,AERODROME,AIR FIELDS AND AIRDROMES
USA,AUSTRIA,NEUBERG,47.65,15.58,3/21/1945,AIR DROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,KREFELD,51.33,6.37,8/10/1940,AIR DROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,BELGIUM,KEERBERGEN,51,4.63,5/8/1941,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,11/23/1940,BLAST FURNACES,"""IRON AND STEEL PRODUCTION FACILITIES",  BLAST FURNACES,  BOILER SHOPS,  FORGES,  FOUNDRIES, STEEL WORKS,"  ROLLING-MILLS """
USA,ITALY,44 40 N 010 20 E,44.67,10.33,4/22/1945,RAIL LINE,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,JEVER,53.6,7.9,4/8/1941,RLWY JUNCTION,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,GERMANY,MUNSTER,50.13,8.46,3/15/1945,R R,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,10/10/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,45 20 N 008 20 E,45.33,8.33,4/24/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
USA,BELGIUM,BRUGES,51.03,3.23,5/28/1944,ST MICHIEL NAVAL RDF H,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,CUXHAVEN,53.88,8.7,8/5/1940,PORT AREA,PORTS AND HARBORS
USA,TUNISIA,GROMBALIA,36.62,10.6,3/26/1943,TANK FACTORY,TANK FACTORIES
GREAT BRITAIN,GERMANY,BOTTROP,51.53,6.98,3/15/1945,WELHEIM RUHROL OIL PLA,SYNTHETIC OIL REFINERIES
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,10/14/1940,SUB PENS,SUBMARINE PENS AND YARDS
GREAT BRITAIN,FRANCE,SAAREGUEMINES,49.12,7.05,8/24/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,MERVILLE,50.63,2.63,7/1/1941,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,5/15/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,FROSINONE,41.63,13.37,9/12/1943,AIRDROME,AIR FIELDS AND AIRDROMES
USA,GERMANY,HEILBRONN,49.14,9.22,1/5/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,11/13/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,GABLINGEN,48.45,10.87,4/16/1945,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,44 40 N 010 20 E,44.67,10.33,4/16/1945,RIVER CROSSING,WATERWAYS AND BOATS
USA,ITALY,46 20 N 009 20 E,46.33,9.33,10/22/1943,TROOP CONCENTRATION,TROOP CONCENTRATIONS
USA,ITALY,44 20 N 010 40 E,44.33,10.67,4/14/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,11/24/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,AHRWEILER,50.53,7.1,1/29/1945,SUPPLY AND COMM CENTER,TRANSPORTATION FACILITIES (NOT SPECIFICALLY IDENTIFIED BELOW)
GREAT BRITAIN,GERMANY,FRIEDRICHSHAFEN,47.65,9.5,10/7/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,ST BRIEUC,48.52,-2.77,8/26/1940,AD,AIR FIELDS AND AIRDROMES
USA,GERMANY,BERSSEN,52.77,7.22,4/18/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,BLECHHAMMER,50.33,18.3,12/12/1944,OIL REFINERY SYNTHETIC,SYNTHETIC OIL REFINERIES
GREAT BRITAIN,ITALY,GENOA,44.4,8.95,8/7/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,45 00 N 010 40 E,45,10.67,3/21/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
USA,ITALY,POTENZA,40.63,15.8,9/9/1943,TOWN AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,5/11/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,ALLACH,48.17,11.58,6/9/1944,BMW AERO ENG PLANT,ENGINE PLANTS
GREAT BRITAIN,GERMANY,UNKNOWN,,,6/23/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,AUSTRIA,LINZ,48.3,14.3,1/20/1945,COMMUNICATIONS,TRANSPORTATION FACILITIES (NOT SPECIFICALLY IDENTIFIED BELOW)
GREAT BRITAIN,GERMANY,FRANKFURT AM MAIN,50.1,8.67,8/5/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,AVELLINO,40.9,14.78,9/14/1943,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,BRANDENBURG,52.4,12.52,12/2/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,CZECHOSLOVAKIA,PRAGUE,50.05,14.37,3/25/1945,AIR DROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,COBLENZ,50.35,7.6,3/5/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEN HELDER,52.97,4.77,3/29/1943,DE KOOY AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,HOMBURG,47.93,8.93,6/5/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,CARLOFORTE,39.15,8.33,4/22/1943,PORT,PORTS AND HARBORS
GREAT BRITAIN,BELGIUM,BRUGES,51.03,3.23,1/23/1943,ENGINE SHEDS,R.R. MANUFACTURING WORKS AND ROUNDHOUSES
USA,AUSTRIA,GRAZ,47.07,15.43,7/26/1944,THELERHOF AD,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,AMRUM,54.67,8.33,4/17/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,AUGSBURG,48.37,10.88,4/13/1944,AC ASSEMBLY PLANTS,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS
USA,AUSTRIA,KLAGENFURT,46.63,14.3,12/20/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,LUNEBURG,53.27,10.33,10/29/1940,ANTI AIRCRAFT BTRY,GUN EMPLACEMENTS
USA,ITALY,NAPLES,40.67,14,2/20/1943,HARBOR,PORTS AND HARBORS
GREAT BRITAIN,FRANCE,LE HAVRE,49.5,6,9/6/1944,STRONG POINTS,DIRECT COOPERATION WITH GROUND FORCES
USA,AUSTRIA,VIENNA,48.2,16.37,8/23/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,4/23/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HOMBURG,47.93,8.93,3/14/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,ALA,45.75,11.03,2/24/1945,R R BRIDGE,BRIDGES
USA,AUSTRIA,MAIERHOFEN,47.18,11.87,2/5/1945,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,HUSUM,54.5,9.05,8/3/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,FRANCE,UNKNOWN,,,8/18/1944,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,RUHR,51.28,8.5,10/10/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,ADRANO,37.65,14.85,8/1/1943,TOWN,CITIES TOWNS AND URBAN AREAS
USA,TUNISIA,EL DJEM,35.3,10.67,1/1/1943,RAILROAD BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,RHEINHAUSEN,51.42,6.7,12/23/1942,KRUPP STEEL WORKS,"""IRON AND STEEL PRODUCTION FACILITIES",  BLAST FURNACES,  BOILER SHOPS,  FORGES,  FOUNDRIES, STEEL WORKS,"  ROLLING-MILLS """
USA,ITALY,BOJANO,41.48,14.48,10/19/1943,TROOP CONCENTRATIONS,TROOP CONCENTRATIONS
USA,GERMANY,MUNICH,48.13,11.58,10/29/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,HOLLAND OR NETHERLANDS,OLDEBROEK,52.45,5.87,10/5/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,GERMANY,FRIEDRICHSHAFEN,47.65,9.5,3/18/1944,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,LE TOUQUET,50.53,1.6,11/3/1941,DOCK AREA,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,AURICH,53.48,7.48,5/11/1941,AERODROME,AIR FIELDS AND AIRDROMES
USA,ITALY,PERCA,46.8,11.98,4/1/1945,RAILROAD BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,9/28/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,CHATEAU BERNAPE,44.97,5.57,6/27/1944,TOWN AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,AMSTERDAM,52.38,4.92,9/28/1940,FECKER A C FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS
USA,ITALY,45 20 N 012 40 E,45.33,12.67,4/9/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,HANDORF,51.97,7.67,8/14/1941,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,FRANKFURT AM MAIN,50.1,8.67,8/29/1941,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,6/17/1941,DOCKS,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,RUHR,51.28,8.5,10/12/1941,ANTI AIRCRAFT BATTERY,GUN EMPLACEMENTS
USA,ITALY,LONATE POZZOLO,45.55,8.87,9/26/1944,R R BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,12/12/1944,BUILDINGS,CITIES TOWNS AND URBAN AREAS
