COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,LONGITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
GREAT BRITAIN,GERMANY,COBLENZ,50.35,7.6,1/18/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,4/17/1941,MFG INSTALL,9
GREAT BRITAIN,ITALY,SESTO SAN GIVANNI,,,8/24/1940,FLATWORKS,22
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,2/4/1941,HARBOR,71
GREAT BRITAIN,FRANCE,MAZINGARBE,50.5,2.33,9/17/1941,POWER STATION,3
GREAT BRITAIN,GERMANY,MINDEN,52.3,8.92,2/10/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,NEUSS,51.2,6.7,8/16/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,ESENS,53.65,7.62,9/2/1942,CITY AREA,2
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,6/23/1943,CITY AREA,2
USA,ITALY,BRENNERO,47.02,11.5,10/23/1944,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13,3/4/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,FREIBURG,53.83,9.29,3/16/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,10/28/1940,SUB YARDS,72
GREAT BRITAIN,HOLLAND OR NETHERLANDS,TEXEL ISLAND,52.53,13.42,1/2/1944,GUN EMPLACEMENTS,82
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ENSCHEDE,52.3,6.88,2/15/1944,AIRDROME,78
USA,ITALY,44 40 N 011 20 E,44.67,11.33,4/11/1945,AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ROTTERDAM,51.92,4.47,6/25/1941,AERODROME,78
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,9/8/1940,DOCK AREA,71
GREAT BRITAIN,GERMANY,UNKNOWN,45.95,7.97,12/16/1940,MARSHALLING YARD,63
GREAT BRITAIN,GERMANY,ASCHAFFENBURG,50,9.17,10/27/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,STETTIN,53.42,14.57,9/29/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,FRANKFURT AM MAIN,50.1,8.67,12/22/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,10/29/1940,ANTI AIRCRAFT BATTERY,82
USA,ITALY,GROTTAFERRATA,41.9,12.47,2/17/1944,CITY AREA,2
USA,SARDINIA,CAGLIARI,39.23,9.1,5/13/1943,RR YARDS,63
USA,ITALY,45 40 N 011 00 E,45.67,11,4/4/1945,BRIDGE,61
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,4/17/1941,ANTI AIRCRAFT BATTERY,82
GREAT BRITAIN,HOLLAND OR NETHERLANDS,LEEUWARDEN,53.22,5.8,6/19/1942,AIRDROME,78
GREAT BRITAIN,ITALY,PILSEN,49.75,13.37,11/19/1940,SKODA WORKS,2
GREAT BRITAIN,GERMANY,MUNICH,48.13,11.58,11/8/1940,MARSHALLING YARD,63
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,5/19/1944,RAILWAY CENTRE,63
USA,FRANCE,UNKNOWN,,,7/17/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,10/6/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,LUNEBURG,53.27,10.42,7/28/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,3/14/1944,CITY AREA,2
GREAT BRITAIN,BELGIUM,KEERBERGEN,51,4.63,9/14/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,4/17/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,STETTIN,53.42,14.57,9/29/1941,MAIN RAILWAY,63
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,2/4/1943,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,IJMUIDEN,52.47,4.6,4/6/1941,IRON AND STEEL WORKS,39
GREAT BRITAIN,FRANCE,TROISSY,49.07,3.7,8/4/1944,TOWN AREA,2
USA,GERMANY,ENKENBACH,49.48,7.88,12/27/1944,R R JUNCTION,63
GREAT BRITAIN,GERMANY,WIESBADEN,50.07,8.23,7/22/1941,CITY AREA,2
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,2/26/1941,DOCKS,71
GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08,11/9/1944,CITY AREA,2
USA,ITALY,CASTEL DEL RIO,44.22,11.5,8/24/1944,ROAD BRIDGE,61
USA,GERMANY,BISKIRCHEN,50.53,8.3,3/18/1945,TOWN,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEELEN,52.1,5.88,6/5/1944,AD,78
GREAT BRITAIN,HOLLAND OR NETHERLANDS,SOESTERBERG,52.12,5.3,12/9/1941,AIRDROME,78
GREAT BRITAIN,GERMANY,HUSUM,54.5,9.05,4/23/1942,CITY AREA,2
GREAT BRITAIN,FRANCE,LE HAVRE,49.5,6,4/14/1942,INNER DOCKS,71
USA,ITALY,LA BUFALARA,,,5/30/1944,RR BRIDGE,61
USA,ITALY,PESCARA,42.47,14.22,6/9/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,2/26/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,COBLENZ,50.35,7.6,4/5/1942,CITY AREA,2
USA,YUGOSLAVIA,MITROVICA,44.97,19.62,9/2/1944,MARSHALLING YARDS,63
USA,ITALY,MODENA,44.67,10.92,5/13/1944,MARSHALLING YARDS,63
USA,CZECHOSLOVAKIA,48 00 N 008 00 E,48,8,11/20/1944,RR BRIDGE,61
GREAT BRITAIN,BELGIUM,ST TROND,50.8,5.2,7/2/1942,AIRDROME,78
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,7/30/1942,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,EINDHOVEN,51.43,5.47,2/26/1943,AIRDROME,78
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,8/17/1944,SUB BASE,72
USA,FRANCE,MEZIDON,49.07,-0.05,7/18/1944,MARSHALLING YARD,63
GREAT BRITAIN,BELGIUM,ELSENBORN,50.45,6.22,8/8/1940,AERODROME,78
GREAT BRITAIN,GERMANY,WESTERLAND,54.87,8.33,8/3/1940,AIRODROME,78
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,3/12/1941,ARADO AC PL AIRFIELD,78
GREAT BRITAIN,CZECHOSLOVAKIA,PILSEN,49.75,13.37,5/4/1942,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,VLAARDINGEN,51.9,4.35,8/25/1940,FUEL INSTALLATIONS,53
USA,ITALY,CECINA,43.3,10.55,4/19/1944,ROAD BRIDGE,61
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,8/12/1940,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ENSCHEDE,52.3,6.88,7/31/1942,AIRDROME,78
USA,YUGOSLAVIA,PRAGERSKO,46.4,13.67,2/13/1945,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,VECHTA,52.73,8.28,6/29/1942,AIRDROME,78
USA,ITALY,ORVIETO,42.72,12.12,3/24/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,NEUMUNSTER,54.08,10,4/28/1942,CITY AREA,2
USA,GERMANY,ANKLAM,53.87,13.7,10/9/1943,ARADO AC COMP PLANT,15
GREAT BRITAIN,BELGIUM,ANTWERP,51.22,4.42,7/20/1941,CITY AREA,2
USA,AUSTRIA,STRASSHOF,48.2,16.63,12/2/1944,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,3/9/1945,CITY AREA,2
USA,ITALY,COLLECCHIO,44.75,10.22,8/30/1944,FUEL DUMP,83
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,4/4/1945,CITY AREA,2
USA,YUGOSLAVIA,BROD,45.15,18.02,9/8/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,MULHEIM,47.8,7.63,11/12/1940,AIRDROME,78
USA,ITALY,CHEDI,45.43,10.42,4/15/1945,AMMO FACTORY,23
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,2/15/1941,POWER GAS STATION,3
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,8/16/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,4/17/1941,PORT AREA,71
GREAT BRITAIN,GERMANY,RUHR,51.28,8.5,8/13/1940,CITY AREA,2
USA,GERMANY,MUNSTER,50.13,8.46,3/11/1944,R R,63
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,11/1/1940,THERMAL POWER STATION,3
GREAT BRITAIN,GERMANY,HILDESHEIM,52.15,9.97,9/29/1940,AIRFIELD,78
GREAT BRITAIN,GERMANY,KAMEN,51.6,7.65,11/3/1944,CITY AREA,2
USA,YUGOSLAVIA,LJUBLJANA,46.05,14.53,2/21/1945,R R,63
USA,AUSTRIA,KLAGENFURT,46.63,14.3,4/25/1945,RR,63
USA,HUNGARY,PAPA,47.32,17.45,10/13/1944,AIRDROME,78
GREAT BRITAIN,GERMANY,WANGEROOG,53.8,7.87,6/27/1941,CITY AREA,2
USA,GERMANY,UNKNOWN,,,8/24/1944,AIRDROME,78
GREAT BRITAIN,GERMANY,SYLT ISLAND,54.9,8.28,9/15/1941,CITY AREA,2
USA,GERMANY,HORREM,51.1,6.81,2/14/1945,TOWN,2
GREAT BRITAIN,FRANCE,CAEN,49.18,-0.37,6/6/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,FRANKFURT AM MAIN,50.1,8.67,10/14/1941,CITY AREA,2
USA,ITALY,FICULLE,42.83,12.07,7/6/1944,R R BRIDGE,61
GREAT BRITAIN,GERMANY,OSNABRUCK,52.28,8.05,7/5/1941,CITY AREA,2
GREAT BRITAIN,CZECHOSLOVAKIA,PILSEN,49.75,13.37,4/16/1943,CITY AREA,2
USA,FRANCE,BEAUVAIS,49.43,-2.08,10/24/1943,TILLIE A D,78
USA,FRANCE,CHAUMONT,48.83,0.33,8/2/1944,CANAL,66
GREAT BRITAIN,GERMANY,BREMERHAVEN,53.55,8.58,10/11/1940,COMMERCIAL DOCK YARD,71
USA,ITALY,MESSINA,38.18,15.57,3/23/1943,DOCKS,71
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,8/17/1940,AIRDROME,78
USA,GERMANY,BESTWIG,51.37,8.4,3/5/1945,MARSHALLING YARDS,63
USA,ITALY,RANDAZZO,37.7,14.93,7/15/1943,TOWN,2
GREAT BRITAIN,FRANCE,CHERBOURG,49.63,-1.62,9/8/1941,DOCKS BARGES SHIPPING,71
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,1/16/1941,DOCKS,71
GREAT BRITAIN,GERMANY,STRAUSBERG,52.57,13.88,5/17/1943,AIRDROME,78
USA,GERMANY,49 20 N 007 40 E,49.33,7.67,3/24/1945,GP,82
GREAT BRITAIN,GERMANY,OBERHAUSEN,48.39,10.88,4/29/1944,GUTE STEEL WKS,39
GREAT BRITAIN,GERMANY,HOMBERG,51.47,6.63,8/10/1940,SYN OIL PLANT OF GEWER,52
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,8/16/1940,BLAST FURNACES,39
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,4/30/1943,BUILDINGS,2
GREAT BRITAIN,GERMANY,HANAU,50.13,8.93,1/6/1945,CITY AREA,2
USA,AUSTRIA,KLAGENFURT,46.63,14.3,11/3/1944,CITY AREA,2
USA,GERMANY,BRUNSWICK,52.25,10.5,3/23/1944,A C FACTORIES,11
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,6/17/1944,CITY AREA,2
USA,GERMANY,AHRWEILER,50.53,7.1,11/11/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,VECHTA,52.73,8.28,6/3/1942,AIRDROME,78
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,10/25/1940,EMS CANAL,66
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,12/22/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,NEUSS,51.2,6.7,3/3/1941,CITY AREA,2
USA,ITALY,CERVARO,41.47,13.9,12/16/1943,GUN POSITIONS,82
GREAT BRITAIN,HOLLAND OR NETHERLANDS,FLUSHING,51.4,3.53,4/2/1941,EARTHWORKS,80
GREAT BRITAIN,FRANCE,VILLA COUBLAY,48.77,2.2,8/19/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.2,6.42,2/8/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,9/23/1940,SIEMENSTADT ELEC ENG W,33
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,7/25/1941,AIRFIELD,78
GREAT BRITAIN,FRANCE,CAMBRAI,50.18,3.23,12/7/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,RENDSBURG,54.32,9.67,3/31/1941,AIRDROME,78
USA,GERMANY,DIERDORF,50.55,7.67,3/25/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,10/24/1943,CITY AREA,2
USA,HUNGARY,SOPRON,47.58,17,12/18/1944,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,NEUMUNSTER,54.08,10,8/8/1941,CITY AREA,2
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,3/27/1942,THERMAL POWER STATION,3
USA,ITALY,45 20 N 009 20 E,45.33,9.33,4/25/1945,BRIDGE,61
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,12/20/1940,DOCK AREA,71
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,12/30/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,11/27/1940,DOCKS,71
USA,CZECHOSLOVAKIA,PRAGUE,50.05,14.37,3/25/1945,C D K LIBEN TANK WORKS,21
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,11/15/1941,CITY AREA,2
USA,FRANCE,UNKNOWN,,,6/28/1944,TACTICAL TARGET,80
GREAT BRITAIN,HOLLAND OR NETHERLANDS,VENLOO,51.37,6.15,1/28/1944,AIRDROME,78
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,7/3/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,LEIPZIG,51.33,12.38,9/1/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,LINGEN,52.53,7.33,11/16/1942,RY WORK SHOPS,45
USA,ITALY,ASTI,44.88,8.23,10/23/1942,CITY AREA,2
USA,ITALY,LAVIS,46.13,11.12,1/15/1945,BRIDGE,61
GREAT BRITAIN,GERMANY,SAARBRUCKEN,49.23,6.98,10/5/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,ST NAZAIRE,47.28,-2.2,8/24/1940,OIL DEPOT,53
USA,ITALY,REGGIO DI CALABRIA,38.1,15.65,6/19/1943,RR TERMINUS,63
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,12/4/1940,RHEINMETAL ARMAMENT,20
USA,ITALY,40 40 N 015 00 E,40.67,15,8/13/1944,AMMO DUMP,83
GREAT BRITAIN,GERMANY,LUBECK,53.87,10.67,9/7/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,11/22/1940,BUILDINGS,2
USA,FRANCE,NOTRE DAME,43.38,5.37,4/20/1944,CROSS BOW TARGET,85
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,10/1/1940,MARSHALLING YARD,63
USA,ITALY,42 20 N 014 00 E,42.33,14,5/22/1944,RR,63
GREAT BRITAIN,FRANCE,ST OMER,50.75,2.25,9/26/1941,AIRDROME,78
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,11/18/1943,CITY AREA,2
USA,ITALY,NUNZIATA,37.77,15.15,8/12/1943,CITY AREA,2
USA,ITALY,44 40 N 009 20 E,44.67,9.33,4/23/1945,MOTOR TRANSPORT,65
GREAT BRITAIN,GERMANY,STETTIN,53.42,14.57,8/16/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,SAARBRUCKEN,49.23,6.98,10/6/1942,CITY AREA,2
USA,ITALY,44 00 N 009 40 E,44,9.67,4/22/1945,MOTOR TRANSPORT,65
GREAT BRITAIN,GERMANY,BONN,50.73,7.07,8/5/1942,CITY AREA,2
GREAT BRITAIN,GERMANY,MUNSTER,50.13,8.46,8/5/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,5/3/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,WESEL,51.65,6.62,8/25/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,CUXHAVEN,53.88,8.7,10/25/1940,PORT AREA,71
GREAT BRITAIN,FRANCE,LAON,49.57,3.63,11/16/1940,MILITARY TRAFFIC,80
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,5/8/1941,HARBOR,71
GREAT BRITAIN,GERMANY,SPILKIROOG,53.78,7.7,8/8/1940,AIRDROME,78
USA,AUSTRIA,DRAUBURG,46.77,12.98,4/4/1945,RR BRIDGE,61
GREAT BRITAIN,FRANCE,FORET DE L ISLE ADAM,49.1,2.23,8/12/1944,TOWN AREA,2
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,11/7/1940,STEEL ARM WKS,39
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,4/22/1944,CITY AREA,2
USA,ITALY,GENOA,44.4,8.95,9/26/1941,MARSHALLING YARDS,63
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ROTTERDAM,51.92,4.47,1/16/1941,OIL STORAGE,53
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,12/9/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,MUNSTER,50.13,8.46,12/23/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,FORET DE CHATELLERAU,,,8/9/1944,FUEL DEPOT,83
USA,GERMANY,GIESSEN,50.6,8.68,9/13/1944,MARSHALLING YARD,63
USA,TUNISIA,36 40 N 010 40 E,36.67,10.67,5/8/1943,G P,82
USA,AUSTRIA,MOOSBIERBAUM,48.32,15.92,3/1/1945,SYN OIL REFINERY,50
GREAT BRITAIN,GERMANY,NEUSS,51.2,6.7,10/22/1944,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEN HELDER,52.97,4.77,9/1/1940,DE KOOY AIRDROME,78
GREAT BRITAIN,GERMANY,ST GOAR,50.15,7.72,12/25/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,8/15/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,CHOCQUES,50.53,2.57,7/7/1941,POWER STATION,3
GREAT BRITAIN,FRANCE,ST VALERY EN CAUX,49.87,0.72,9/5/1943,CITY AREA,2
USA,FRANCE,PDNT ST ESPRIT,44.27,4.65,8/15/1944,RRB,61
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,7/16/1941,RAILROAD,63
USA,GERMANY,HEILBRONN,49.14,9.22,1/5/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,OSNABRUCK,52.28,8.05,2/22/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,OSNABRUCK,52.28,8.05,1/17/1942,CITY AREA,2
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,4/10/1941,NAVAL INSTALLATIONS,70
GREAT BRITAIN,FRANCE,REVIGNY SUR ORNAIN,48.83,4.98,7/18/1944,RWY JUNC,63
GREAT BRITAIN,FRANCE,KEMBS,47.9,7.72,10/7/1944,DAM,66
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,10/16/1941,DOCKS,71
USA,CZECHOSLOVAKIA,BRATISLAVA,48.15,17.12,10/14/1944,RANGIER MY,63
USA,AUSTRIA,MATZLEINSDORF,48.18,16.35,2/19/1945,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,8/31/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,MUNSTER,50.13,8.46,8/27/1942,CITY AREA,2
USA,HOLLAND OR NETHERLANDS,UNKNOWN,,,8/26/1944,ROAD,65
GREAT BRITAIN,GERMANY,MERSEBURG,51.35,12,8/16/1940,SEARCHLIGHTS,80
USA,ITALY,LA SPEZIA,44.1,9.83,5/19/1944,RAILROAD,63
GREAT BRITAIN,GERMANY,CASTROP RAUXEL,51.58,7.33,11/4/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,KARLSRUHE,49.02,8.38,11/1/1944,CITY AREA,2
USA,ITALY,45 00 N 011 00 E,45,11,4/10/1945,RIVER CROSS NG,66
GREAT BRITAIN,FRANCE,LORIENT,47.75,-3.35,4/16/1942,HARBOR INSTALLATIONS,71
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,12/28/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,10/16/1940,DOCK AREA,71
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,9/6/1940,OIL STOCKS,53
GREAT BRITAIN,GERMANY,WARNEMUNDE,54.18,12.1,9/20/1941,DOCK AREA,71
USA,ITALY,ISERNIA,41.6,14.23,9/11/1943,ROAD JUNCTION,65
GREAT BRITAIN,GERMANY,HOMBURG,47.93,8.93,10/29/1940,CITY AREA,2
USA,YUGOSLAVIA,43 00 N 022 20 E,43,22.33,8/18/1944,RAILROAD,63
USA,ITALY,PIZZO,38.72,16.15,8/9/1943,BRIDGE,61
GREAT BRITAIN,GERMANY,DELMENHORST,53.05,8.62,2/11/1941,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,1/10/1944,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,TERSCHELLING,100.65,1000.65,4/23/1941,WATERTOWER STATION,3
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,2/10/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,LORIENT,47.75,-3.35,11/20/1940,HARBOR INSTALLATIONS,71
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,7/20/1941,TOWN GAS WORKS,3
GREAT BRITAIN,GERMANY,OBERHAUSEN,48.39,10.88,6/22/1943,TOWN AREA,2
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,12/23/1941,SHIPPING,73
USA,FRANCE,44 40 N 006 20 E,44.67,6.33,4/1/1945,RAILROAD,63
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEMOK DEN HOORN,53.37,6.43,11/7/1940,SEAPLANE BASE,78
GREAT BRITAIN,HOLLAND OR NETHERLANDS,VUGHT,51.65,5.3,2/14/1941,AIRDROME,78
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEN HELDER,52.97,4.77,7/28/1942,DE KOOY AIRDROME,78
USA,FRANCE,ST SYLVESTRE,46,1.38,8/3/1944,V WEAPON SITE,85
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,7/4/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,8/17/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,8/27/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,BOTTROP,51.53,6.98,7/25/1940,WELHEIM RUHROL OIL PLA,52
USA,ITALY,COLLEPEPE,42.92,12.4,6/12/1944,RD BRIDGE,61
GREAT BRITAIN,GERMANY,MUNSTER,50.13,8.46,12/24/1944,CITY AREA,2
USA,GERMANY,49 20 N 008 20 E,49.33,8.33,3/22/1945,MARSHALLING YARD,63
USA,ITALY,CALLIANO,45,8.25,2/20/1945,RR BRIDGE,61
GREAT BRITAIN,FRANCE,ST OMER,50.75,2.25,8/7/1941,AIRDROME,78
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,8/25/1943,CITY AREA,2
USA,ITALY,PINZANO,46.2,12.93,11/11/1944,RR BRIDGE,61
USA,ITALY,ALBINIA,42.5,11.22,6/7/1944,ROAD BRIDGE,61
USA,GERMANY,GOTTINGEN,50.88,8.77,4/7/1945,MARSHALLING YARD,63
GREAT BRITAIN,GERMANY,LEIPZIG,51.33,12.38,8/28/1940,GAS WORKS,3
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,1/3/1945,MINSTERSTEIN COKING,43
USA,FRANCE,ST LO,49.12,-1.08,6/12/1944,ROADS,65
USA,ITALY,45 00 N 011 00 E,45,11,4/20/1945,RIVER CROSS NG,66
USA,ITALY,GENOA,44.4,8.95,5/12/1944,HARBOR INSTALL,71
USA,FRANCE,RENNES,48.12,-1.67,7/9/1944,NAVAL SUPPLY BASE,83
GREAT BRITAIN,GERMANY,MUNSTER,50.13,8.46,10/6/1942,CITY AREA,2
GREAT BRITAIN,GERMANY,BRUNSWICK,52.25,10.5,1/30/1944,CITY AREA,2
USA,YUGOSLAVIA,OBER DRAUBURG,46.6,15.03,2/24/1945,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,HUNTLOSEN,52.98,8.27,7/25/1940,AIRDROME,78
USA,GERMANY,UNKNOWN,,,4/18/1943,BRIDGE,61
GREAT BRITAIN,HOLLAND OR NETHERLANDS,EINDHOVEN,51.43,5.47,6/21/1944,AIRDROME,78
GREAT BRITAIN,GERMANY,HUSUM,54.5,9.05,3/3/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,BEDERKESA,53.63,8.83,3/11/1941,AIRDROME,78
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,11/12/1940,ANTI AIRCRAFT BATTERY,82
USA,TUNISIA,36 20 N 010 00 E,36.33,10,4/26/1943,TANKS,80
USA,GERMANY,GLADBACH,50.77,6.63,2/3/1945,STORES DEPOT,83
GREAT BRITAIN,GERMANY,LIMBURG,50.38,8.07,11/26/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,3/3/1945,EMS CANAL,66
GREAT BRITAIN,GERMANY,GOTHA,50.95,10.72,11/10/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,VECHTA,52.73,8.28,8/2/1941,AIRDROME,78
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,11/10/1940,CITY AREA,2
USA,ITALY,BORGO,40.48,17.23,5/13/1944,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,11/14/1940,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,VOLKEL,51.63,5.67,12/4/1940,AIRDROME,78
USA,ITALY,MIGAZZONE,46,11.22,11/8/1944,RR BRDG,61
USA,ITALY,PUNTA DISTALLETTI,,,8/16/1943,TRESTLE ROAD BRIDGES,61
USA,ITALY,44 40 N 011 00 E,44.67,11,4/12/1945,ROAD,65
GREAT BRITAIN,GERMANY,WANGEROOG,53.8,7.87,9/11/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,10/14/1944,AIRDROME,78
USA,HUNGARY,SZONY,47.73,18.17,8/28/1944,OIL REFINERY,50
USA,FRANCE,OISSEL,49.35,6,5/9/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,2/5/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,1/6/1942,SHIPPING,73
USA,CZECHOSLOVAKIA,BRUX,50.52,13.63,10/20/1944,BERGIUS SYN OR,52
